RoboCar Sensor Log
Started at: 2025-05-13T14:56:11.948097
================================================================================
[2025-05-13T14:56:12.448264] POS: (0.00, 0.00, 0.0°) | VEL: linear=0.00, angular=0.00 | US: 0.99m | MAG: -0.12 | VIB: YES | ALC: 0.18
[2025-05-13T14:58:45.948338] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.02 | VIB: NO | ALC: 0.19
[2025-05-13T14:58:46.448315] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.09 | VIB: NO | ALC: 0.08
[2025-05-13T14:58:46.948364] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.02 | VIB: NO | ALC: 0.16
[2025-05-13T14:58:47.448391] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.44m | MAG: -0.20 | VIB: YES | ALC: 0.19
[2025-05-13T14:58:47.948294] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.20 | VIB: NO | ALC: 0.08
[2025-05-13T14:58:48.448303] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.18 | VIB: NO | ALC: 0.00
[2025-05-13T14:58:48.948583] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.13 | VIB: NO | ALC: 0.15
[2025-05-13T14:58:49.448299] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.01 | VIB: NO | ALC: 0.11
[2025-05-13T14:58:49.948481] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.21m | MAG: 0.05 | VIB: NO | ALC: 0.12
[2025-05-13T14:58:50.448282] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.16 | VIB: NO | ALC: 0.01
[2025-05-13T14:58:50.948309] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.12 | VIB: NO | ALC: 0.00
[2025-05-13T14:58:51.448269] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.15 | VIB: NO | ALC: 0.10
[2025-05-13T14:58:51.948240] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.02 | VIB: NO | ALC: 0.17
[2025-05-13T14:58:52.448526] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.34m | MAG: -0.11 | VIB: NO | ALC: 0.06
[2025-05-13T14:58:52.948362] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.00 | VIB: NO | ALC: 0.14
[2025-05-13T14:58:53.448343] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.42m | MAG: 0.05 | VIB: NO | ALC: 0.04
[2025-05-13T14:58:53.948373] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.24m | MAG: -0.03 | VIB: NO | ALC: 0.17
[2025-05-13T14:58:54.448522] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.20 | VIB: NO | ALC: 0.15
[2025-05-13T14:58:54.948608] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.14 | VIB: NO | ALC: 0.01
[2025-05-13T14:58:55.448320] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.26m | MAG: 0.07 | VIB: NO | ALC: 0.05
[2025-05-13T14:58:55.948314] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.04 | VIB: NO | ALC: 0.16
[2025-05-13T14:58:56.448567] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.42m | MAG: -0.08 | VIB: NO | ALC: 0.11
[2025-05-13T14:58:56.948408] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.41m | MAG: 0.11 | VIB: NO | ALC: 0.04
[2025-05-13T14:58:57.448584] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.11 | VIB: YES | ALC: 0.13
[2025-05-13T14:58:57.948296] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.03 | VIB: NO | ALC: 0.07
[2025-05-13T14:58:58.448427] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.18 | VIB: NO | ALC: 0.00
[2025-05-13T14:58:58.948331] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.16 | VIB: NO | ALC: 0.13
[2025-05-13T14:58:59.448396] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.10 | VIB: NO | ALC: 0.13
[2025-05-13T14:58:59.948313] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T14:59:00.448346] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.15 | VIB: NO | ALC: 0.06
[2025-05-13T14:59:00.948354] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.09 | VIB: NO | ALC: 0.12
[2025-05-13T14:59:01.448302] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.18 | VIB: YES | ALC: 0.01
[2025-05-13T14:59:01.948302] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.41m | MAG: -0.03 | VIB: YES | ALC: 0.11
[2025-05-13T14:59:02.448384] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.09 | VIB: YES | ALC: 0.18
[2025-05-13T14:59:02.948356] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.07 | VIB: NO | ALC: 0.11
[2025-05-13T14:59:03.448469] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: NO | ALC: 0.00
[2025-05-13T14:59:03.948367] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: -0.02 | VIB: NO | ALC: 0.05
[2025-05-13T14:59:04.448310] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.26m | MAG: 0.06 | VIB: NO | ALC: 0.15
[2025-05-13T14:59:04.948425] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.22m | MAG: 0.03 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:05.448422] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.08 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:05.948398] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.15 | VIB: NO | ALC: 0.14
[2025-05-13T14:59:06.448437] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.14 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:06.948312] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.03 | VIB: NO | ALC: 0.11
[2025-05-13T14:59:07.448398] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.07 | VIB: NO | ALC: 0.09
[2025-05-13T14:59:07.948290] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.06 | VIB: NO | ALC: 0.02
[2025-05-13T14:59:08.448321] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.10 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:08.948417] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.08 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:09.448414] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.15 | VIB: NO | ALC: 0.06
[2025-05-13T14:59:09.948297] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.20 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:10.448358] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:10.948366] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.06 | VIB: NO | ALC: 0.11
[2025-05-13T14:59:11.448557] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.47m | MAG: -0.08 | VIB: NO | ALC: 0.09
[2025-05-13T14:59:11.948338] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.01 | VIB: NO | ALC: 0.12
[2025-05-13T14:59:12.448301] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.19 | VIB: NO | ALC: 0.11
[2025-05-13T14:59:12.948300] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.20 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:13.448335] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.20 | VIB: NO | ALC: 0.20
[2025-05-13T14:59:13.948307] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.19 | VIB: NO | ALC: 0.13
[2025-05-13T14:59:14.448320] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.05 | VIB: NO | ALC: 0.05
[2025-05-13T14:59:14.948431] POS: (27.64, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.16 | VIB: NO | ALC: 0.08
[2025-05-13T14:59:15.448276] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.20 | VIB: NO | ALC: 0.19
[2025-05-13T14:59:15.948308] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.16 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:16.448332] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.09 | VIB: NO | ALC: 0.19
[2025-05-13T14:59:16.948300] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.13 | VIB: NO | ALC: 0.07
[2025-05-13T14:59:17.448298] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.31m | MAG: 0.01 | VIB: YES | ALC: 0.03
[2025-05-13T14:59:17.948364] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.04 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:18.448256] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: -0.07 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:18.948226] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.37m | MAG: 0.09 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:19.448279] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.01 | VIB: NO | ALC: 0.06
[2025-05-13T14:59:19.948260] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.07 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:20.448300] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.09 | VIB: NO | ALC: 0.12
[2025-05-13T14:59:20.948281] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.12 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:21.448242] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.16 | VIB: NO | ALC: 0.10
[2025-05-13T14:59:21.948262] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.17 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:22.448299] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.18 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:22.948259] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.29m | MAG: 0.20 | VIB: NO | ALC: 0.10
[2025-05-13T14:59:23.448242] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.04 | VIB: NO | ALC: 0.09
[2025-05-13T14:59:23.948266] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.00 | VIB: NO | ALC: 0.15
[2025-05-13T14:59:24.448430] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.14 | VIB: NO | ALC: 0.05
[2025-05-13T14:59:24.948225] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.14 | VIB: NO | ALC: 0.06
[2025-05-13T14:59:25.448295] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.06 | VIB: NO | ALC: 0.20
[2025-05-13T14:59:25.948229] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.05 | VIB: NO | ALC: 0.19
[2025-05-13T14:59:26.448429] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.19 | VIB: NO | ALC: 0.13
[2025-05-13T14:59:26.948305] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: -0.11 | VIB: NO | ALC: 0.08
[2025-05-13T14:59:27.448387] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: 0.08 | VIB: NO | ALC: 0.05
[2025-05-13T14:59:27.948276] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.95m | MAG: -0.13 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:28.448262] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.14 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:28.948259] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.06 | VIB: NO | ALC: 0.14
[2025-05-13T14:59:29.448276] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: -0.07 | VIB: NO | ALC: 0.02
[2025-05-13T14:59:29.948290] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.03 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:30.448226] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.13 | VIB: NO | ALC: 0.02
[2025-05-13T14:59:30.948404] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.06 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:31.448273] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.15 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:31.948243] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: -0.17 | VIB: NO | ALC: 0.19
[2025-05-13T14:59:32.448221] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.12 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:32.948300] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.19 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:33.448281] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.13 | VIB: NO | ALC: 0.08
[2025-05-13T14:59:33.948308] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.19 | VIB: NO | ALC: 0.14
[2025-05-13T14:59:34.448262] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.14 | VIB: NO | ALC: 0.05
[2025-05-13T14:59:34.948264] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.01 | VIB: YES | ALC: 0.01
[2025-05-13T14:59:35.448399] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.10 | VIB: NO | ALC: 0.06
[2025-05-13T14:59:35.948267] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.03 | VIB: YES | ALC: 0.12
[2025-05-13T14:59:36.448313] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.04 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:36.948302] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.09 | VIB: NO | ALC: 0.07
[2025-05-13T14:59:37.448228] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.03 | VIB: YES | ALC: 0.10
[2025-05-13T14:59:37.948272] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.03 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:38.448265] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T14:59:38.948313] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.21m | MAG: -0.14 | VIB: NO | ALC: 0.09
[2025-05-13T14:59:39.448226] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.06 | VIB: YES | ALC: 0.01
[2025-05-13T14:59:39.948291] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: -0.01 | VIB: NO | ALC: 0.02
[2025-05-13T14:59:40.448322] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.99m | MAG: 0.12 | VIB: NO | ALC: 0.10
[2025-05-13T14:59:40.948291] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.08 | VIB: NO | ALC: 0.13
[2025-05-13T14:59:41.448279] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.16 | VIB: YES | ALC: 0.08
[2025-05-13T14:59:41.948354] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.02 | VIB: YES | ALC: 0.04
[2025-05-13T14:59:42.448218] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.16 | VIB: NO | ALC: 0.10
[2025-05-13T14:59:42.948241] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.05m | MAG: 0.07 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:43.448275] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.01 | VIB: NO | ALC: 0.12
[2025-05-13T14:59:43.948226] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: -0.05 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:44.448222] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.19 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:44.948291] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.15 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:45.448265] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.38m | MAG: 0.01 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:45.948421] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.43m | MAG: -0.06 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:46.448236] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.14 | VIB: NO | ALC: 0.02
[2025-05-13T14:59:46.948234] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: 0.13 | VIB: NO | ALC: 0.16
[2025-05-13T14:59:47.448222] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.10 | VIB: NO | ALC: 0.17
[2025-05-13T14:59:47.948360] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.12 | VIB: NO | ALC: 0.13
[2025-05-13T14:59:48.448284] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.24m | MAG: -0.08 | VIB: YES | ALC: 0.17
[2025-05-13T14:59:48.948314] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.48m | MAG: 0.14 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:49.448307] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.07 | VIB: YES | ALC: 0.07
[2025-05-13T14:59:49.948300] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.07 | VIB: NO | ALC: 0.08
[2025-05-13T14:59:50.448301] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: -0.12 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:50.948296] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: -0.17 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:51.448273] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.13 | VIB: YES | ALC: 0.02
[2025-05-13T14:59:51.948275] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.04 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:52.448355] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.03m | MAG: 0.18 | VIB: NO | ALC: 0.15
[2025-05-13T14:59:52.948445] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.05 | VIB: NO | ALC: 0.18
[2025-05-13T14:59:53.448506] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.45m | MAG: 0.09 | VIB: NO | ALC: 0.12
[2025-05-13T14:59:53.948265] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.01 | VIB: NO | ALC: 0.04
[2025-05-13T14:59:54.448287] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.02m | MAG: 0.08 | VIB: YES | ALC: 0.16
[2025-05-13T14:59:54.948277] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.01m | MAG: 0.12 | VIB: NO | ALC: 0.11
[2025-05-13T14:59:55.448394] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.09 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:55.948294] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.45m | MAG: -0.16 | VIB: YES | ALC: 0.17
[2025-05-13T14:59:56.448306] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.00m | MAG: 0.01 | VIB: NO | ALC: 0.03
[2025-05-13T14:59:56.948344] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.01 | VIB: NO | ALC: 0.00
[2025-05-13T14:59:57.448318] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.01 | VIB: YES | ALC: 0.08
[2025-05-13T14:59:57.948362] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.16 | VIB: NO | ALC: 0.13
[2025-05-13T14:59:58.448295] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.96m | MAG: 0.13 | VIB: NO | ALC: 0.09
[2025-05-13T14:59:58.948299] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.98m | MAG: 0.18 | VIB: NO | ALC: 0.19
[2025-05-13T14:59:59.448309] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: -0.03 | VIB: NO | ALC: 0.01
[2025-05-13T14:59:59.948312] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.11 | VIB: YES | ALC: 0.08
[2025-05-13T15:00:00.448298] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.45m | MAG: 0.16 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:00.948313] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.03 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:01.448564] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.35m | MAG: 0.02 | VIB: NO | ALC: 0.15
[2025-05-13T15:00:01.948319] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 0.97m | MAG: -0.07 | VIB: NO | ALC: 0.17
[2025-05-13T15:00:02.448474] POS: (91.56, 0.00, 0.0°) | VEL: linear=0.50, angular=0.00 | US: 1.04m | MAG: 0.03 | VIB: NO | ALC: 0.13
